airportName,cityName,iso2DigitNationCode,IataCode
HAL 방갈로르 국제공항,방갈로르,IO,n/a
핼리팩스 스탠 필드 국제 공항,핼리팩스,CA,YHZ
할림 페르다나쿠수마 국제공항,자카르타,ID,HLP
홀 비치 공항,홀 비치,CA,YUX
홀스 크릭 공항,홀스 크릭,AU,HCQ
할름스타드 공항,할름스타드,SE,HAD
할루올레오 공항,켄다리,ID,KDI
하마드 국제 공항,도하,QA,DOH
하마단 공항,하마단,IR,HDM
함부르크 공항,함부르크,DE,HAM
함부르크 핀켄베르더 공항,함부르크,DE,XFW
하미 공항,하미,CN,HMI
해밀턴 공항,해밀턴,AU,HLT
해밀턴 공항,해밀턴,NZ,HLZ
해밀턴 아일랜드 공항,해밀턴 섬,AU,HTI
함메르페스트 공항,하머페스트,NO,HFT
하나공항,하나,US,HNM
하나마키 공항,하나마키,JP,HNA
핸콕 카운티 바 하버 공항,바 하버,US,BHB
한단공항,한단,CN,HDG
하네다 공항,도쿄,JP,HND
항 나딤 공항,바탐,ID,BTH
항저우 샤오산 국제공항,항저우,CN,HGH
하니마두 국제공항,하니마두,MV,HAQ
하노버 공항,하노버,DE,HAJ
하노이 지아람 공항,하노이,#N/A,n/a
한스 크리스티안 안데르센 공항,오덴세,DK,ODE
한중 청구 공항,한중,CN,HZG
하오 공항,하오,PF,HOI
하라레 국제 공항,하라레,ZW,HRE
하얼빈 타이핑 국제공항,하얼빈,CN,HRB
하르게이사 국제공항,하르게이사,SO,HGA
해리스버그 국제 공항,해리스버그,US,MDT
해리 므왕가 은쿰불라 국제공항,리빙스턴,ZM,LVI
해리 리드 국제 공항,라스베가스,US,LAS
하르스타드 나르비크 에베네스 공항,하르스타드-나르비크,NO,EVE
하트퍼드 브레이너드 공항,하트퍼드,US,HFD
하츠필드 잭슨 애틀랜타 국제공항,애틀랜타,US,ATL
하산 I 공항,라아이운,EH,EUN
하시르멜 공항,하시 르멜,DZ,HRM
하스비크 공항,하스빅,NO,HAA
핫야이 국제공항,핫야이,TH,HDY
하타이 공항,하타이,TR,HTY
해티즈버그 로렐 공항,명예,US,PIB
카모이 공항,헤우게순,NO,HAU
하바수파이 공항,하바수파이,US,HAE
하브르 시티 카운티 공항,하브르,US,HVR
아브르 생 피에르 공항,아브르 생 피에르,CA,YGV
하브리시브카 빈니차 국제공항,빈니차,UA,VIN
후워든 공항,체스터,GB,CEG
혹스베이 공항,네이피어,NZ,NPE
호킨스 필드,잭슨,US,HKS
호손 시립공항,호손,US,HHR
헤이 리버/멀린 카터 공항,헤이 리버,CA,YHY
헤이스 공항,헤이스,US,HYS
헤이워드 이그제큐티브 공항,헤이워드,US,HWD
하즈렛 술탄 국제 공항,투르키스탄,KZ,HSA
힐리 레이크 공항,힐리 호수,US,HKB
히드로 공항,런던,GB,LHR
허치 진청장 공항,허치,CN,HCJ
헥터 국제 공항,파고,US,FAR
헥터 실바 활주로,벨모판,BZ,BCV
허페이 신차오 국제공항,허페이,CN,HFE
헤호 공항,헤호,MM,HEH
헤이허 공항,헤이허,CN,HEK
허징 바인불루케 공항,허징,CN,HJB
헬레나 공항,헬레나,US,HLN
헬리고랜드 비행장,헬골란트,DE,HGL
헬싱키 공항,헬싱키,FI,HEL
헬싱키 말미 공항,헬싱키,FI,HEM
히마밴 공항,헤마반,SE,HMV
헨더슨 필드,샌드 아일랜드,#N/A,MDY
헨도라비 섬 공항,하마단,IR,n/a
헨드릭 반 에크 공항,팔라보르와,ZA,PHW
헝춘 공항,헝춘,TW,HCN
헝양 난웨 공항,헝양,CN,HNY
앙리 코안더 국제공항,부카레스트,RO,OTP
헨리 E. 롤슨 공항,세인트 크루아,#N/A,STX
이라클리온 국제공항,헤라클리온,GR,HER
헤라트 국제 공항,헤라트,AF,HEA
에르실리오 루스 국제 공항,플로리아노폴리스,BR,FLN
헤링스도르프 공항,헤링스도르프,DE,HDF
헤리티지 필드,포츠타운,US,PTW
에르마노스 아메이헤이라스 공항,라스 투나스,CU,VTU
에르마노스 세르단 국제공항,푸에블라,MX,PBC
헤르메스 키하다 국제 공항,리오 그란데,AR,RGA
허비 베이 공항,허비 베이,AU,HVB
헤비즈 발라톤 공항,헤비즈,HU,SOB
헤와노라 국제공항,세인트루시아,LC,UVF
헤이다르 알리예프 국제 공항,바쿠,AZ,GYD
허쩌 무단 공항,허쩌,CN,HZA
회가 쿠스텐 공항,크람포스-솔레프테아,SE,KRF
하이 레벨 공항,높은 수준,CA,YOJ
게이게로테 공항,이에로테,VE,HGE
히히포 공항,월리스 섬,WF,WLS
히쿠에루 공항,히쿠에루,PF,HHZ
힐로 국제 공항,힐로,US,ITO
힐튼 헤드 공항,힐튼 헤드 아일랜드,US,HHH
힐버섬 철도 공항,힐베르섬,NL,QYI
힌돈 공항,힌돈,IO,HDO
힌구락고다 공항,힌구락고다,LK,HIM
히로시마 공항,히로시마,JP,HIJ
히사르 공항,히사르,IO,HSS
호 공항,호,GH,n/a
호아라푸시 공항,호아라푸시,MV,HRF
호바트 국제 공항,호바트,AU,HBA
호데이다 국제 공항,후다이다,YE,HOD
호프 플라우엔 공항,호프,DE,HOQ
후허하오터 바이타 국제공항,후허하오터,CN,HET
호키티카 공항,호키티카,NZ,HKK
홀링골 훠린허 공항,홀링골,CN,HUO
홀리스 클라크 베이 수상비행기 기지,홀리스,US,HYL
홀트 공항,플라테이리,IS,FLI
홀리 크로스 공항,성십자가,US,HCR
호마 베이 공항,호마 베이,KE,n/a
호말린 공항,호말린,MM,HOX
호머 공항,호머,US,HOM
홍콩 국제공항,홍콩,HK,HKG
훙위안 공항,홍원,CN,AHJ
호니아라 국제 공항,호니아라,SB,HIR
발란 공항,호닝스바그,NO,HVG
호놀룰루 국제 공항,호놀룰루,US,HNL
후드 비행장,마스터턴,NZ,MRO
후나 공항,후나,US,HNH
후퍼 베이 공항,후퍼 베이,US,HPB
호프데일 공항,호프데일,CA,YHO
혼 아일랜드 공항,혼 아일랜드,AU,HID
호르나피외르뒤르 공항,호르나피요르두르,IS,HFN
호르타 공항,호르타,PT,HOR
호세아 쿠타코 국제 공항,빈트후크,NA,WDH
호스킨스 공항,호스킨스,PG,HKN
핫 스프링스 카운티 공항,온천,US,n/a
호탄 공항,호탄,CN,HTN
후아리 부메디엔 공항,알제,DZ,ALG
휴튼 카운티 메모리얼 공항,핸콕,US,CMX
후아힌 공항,후아힌,TH,HHQ
후아히네 요금 공항,후아힌,PF,HUH
화이안 롄수이 공항,화이안,CN,HIA
화이아 지장 공항,화이화,CN,HJJ
화롄 공항,화롄,TW,HUN
황산 툰시 국제공항,황산,CN,TXN
화투구 공항,화투구,CN,HTT
후블리 공항,후블리,IO,HBX
우에스카 피리네오스 공항,우에스카,ES,HSK
휴엔덴 공항,휴겐든,AU,HGD
휴즈 공항,휴즈,US,HUS
우고 차베스 국제 공항,카프아이티앵,HT,CAP
후이저우 핑탄 공항,후이저우,CN,HUZ
후룬베이얼 하이라얼 공항,하이라얼,CN,HLD
험버사이드 공항,험버사이드,GB,HUY
휴메라 공항,상완골,ET,HUE
훈 공항,파괴자,LY,HUQ
헌터 육군 비행장,사바나,US,SVN
헌츠빌 국제공항,헌츠빌,US,HSV
후르가다 엘 구나 공항,후르가다,EG,n/a
후르가다 국제 공항,후르가다,EG,HRG
휴런 공항,휴론,US,HON
후사비크 공항,후사빅,IS,HZK
후세인 사스트라네가라 국제공항,반둥,ID,BDO
후슬리아 공항,후슬리아,US,HSL
하이다버그 수상비행기 기지,하이다부르크,US,HYG
하이더 수상 비행기 기지,하이더,US,WHD
하이데라바드 공항,하이데라바드,PK,HDD
이안 플레밍 국제 공항,오초 리오스,JM,OCJ
이아시 국제공항,이아시,RO,IAS
이바단 공항,이바단,NG,IBA
이바라키공항,이바라키,JP,IBR
이비자 공항,이비자,ES,IBZ
이브라힘 나시르 국제공항,남성,MV,MLE
이코니 공항,모로나이,KM,YVA
아이다호폴스 공항,아이다호 폴스,US,IDA
이푸루 공항,이푸루,MV,IFU
이가르카 공항,이가르카,RU,IAA
이체르 공항,이그디르,TR,IGD
이기우그 공항,이기우기그,US,IGG
이글루릭 공항,이글루릭,CA,YGT
이그나시오 아그라몬테 국제공항,카마지,CU,CMW
이그나시오 로페스 라욘 국제공항,우루아판,MX,UPN
이그나티예보 공항,블라고베셴스크,RU,BQS
이그림공항,이그림,RU,IRM
이카리아 아일랜드 내셔널 공항,이카리아 섬,GR,JIK
이키 공항,이키,JP,IKI
일 카라바조 국제공항,밀라노,IT,BGY
일람 공항,일람,IR,IIL
일 아트 와알라 공항,와라,NC,BMY
일데팽 공항,일데핀,NC,ILP
일드라마들렌 공항,일드라마들렌,CA,YGR
일레우스 호르헤 아마도 공항,일헤우스,BR,IOS
일리암나 공항,일리암나,US,ILI
일리마낙 하버 공항,일리마나크 항구,GL,XIQ
일러슈트 헬리포트,아반나타,GL,IOT
일로 공항,일로,PE,ILQ
일로일로 국제 공항,일로일로,PH,ILO
일로린 국제 공항,일로린,NG,ILR
일루리사트 공항,일루리사트,GL,JAV
임페라트리즈 공항,임페라트리즈,BR,IMP
임페리얼 카운티 공항,장엄한,US,IPL
임팔 국제공항,임팔,IO,IMF
아메나스 공항,아메나스에서,DZ,IAM
에 Guezzam 공항,게잠에서,DZ,INF
살라 공항 위치,살라에서,DZ,INZ
이나시오 루이스 두 나시멘토 공항,주아라,BR,JUA
이나과 공항,이나과 제도,BS,IGA
잉카 망코 카팍 국제 공항,훌리아카,PE,JUL
인천국제공항,서울,#N/A,ICN
인디펜던스 공항,독립,BZ,INB
인디언 마운틴 LRRS 공항,유토피아 크릭,US,UTO
인디애나폴리스 국제 공항,인디애나폴리스,US,IND
인디라 간디 국제 공항,델리,IO,DEL
알베르토 아쿠냐 옹가이 국제공항,캄페체,MX,CPE
잉골슈타트 만칭 공항,잉골슈타트,DE,IGS
이냠바네 공항,이냠바네,MZ,INH
이니쉬어 비행장,이니시어,IE,INQ
이니쉬만 비행장,이니쉬만,IE,IIA
이니시모어 비행장,이니시모어,IE,IOR
인스부르크 공항,인스브루크,AT,INN
이농고 공항,이농고,#N/A,INO
인타 공항,인타,RU,INA
이르쿠츠크 국제 공항,이르쿠츠크,RU,IKT
이누크주악 공항,이누크주악,CA,YPH
이누빅 마이크 주브코 공항,이누빅,CA,YEV
인버카길 공항,인버카길,NZ,IVC
인버렐 공항,인버렐,AU,IVR
인버네스 공항,인버네스,GB,INV
인요컨 공항,인요컨,US,IYK
이오안니나 내셔널 공항,요안니나,GR,IOA
이포타 공항,이포타,VU,IPA
이칼루이트 공항,이칼루이트,CA,YFB
이란샤르 공항,이란샤르,IR,IHR
이레세 공항,이레세,BR,IRE
아일랜드 웨스트 에어포트 노크,노크,IE,NOC
이링가 공항,이링가,TZ,IRI
이사피외르뒤르 공항,이사피루르,IS,IFJ
이스파한 국제공항,이스파한,IR,IFN
이스파나 공항,이스파나,KG,n/a
이쉬와르디 공항,이슈와르디,BD,IRD
이시올로 국제공항,이시올로,KE,n/a
이스칸다르 공항,팡칼란분,ID,PKN
이슬라마바드 국제 공항,이슬라마바드,PK,ISB
이슬람코트 마이 바흐타와르 공항,이슬람코트,PK,n/a
아일랜드 레이크 공항,아일랜드 호수,CA,YIV
아일레이 공항,아이슬레이,GB,ILY
맨섬 공항,로널즈웨이,IM,IOM
이솔레 트레미티 헬리포트,샌 도미노,IT,TQR
이스파르타 쉴레이만 데미렐 공항,이스파르타,TR,ISE
이시크쿨 국제공항,탐치,KG,IKU
이스탄불 공항,이스탄불,TR,IST
이스탄불 아타튀르크 공항,이스탄불,TR,ISL
이타이투바 공항,이타이투바,BR,ITB
이타냐엠 공항,이타넴,BR,JTN
이타카 톰킨스 공항,이타카,US,ITH
이토카마 공항,이토카마,PG,ITK
이토코르토르미트 공항,이토코르토르미우트,GL,OBY
이투럽 공항,이투룹,RU,ITU
이발로 공항,이발로,FI,IVL
이바노프란키우스크 국제공항,이바노프란키우스크,UA,IFO
이바노보 유즈니 공항,이바노보,RU,IWA
이바토 국제 공항,안타나나리보,MG,TNR
이브지비크 공항,이부지빅,CA,YIK
이와미 공항,이와미,JP,IWJ
이오지마 공군기지,이오지마,JP,IWO
익시아마스 공항,익시아마스,BO,n/a
익스타파 지와타네호 국제공항,시와타네호,MX,ZIH
익스테펙 공항,익스테펙,MX,IZT
이젭스크 공항,이제프스크,RU,IJK
이즈미르 아드난 멘데레스 공항,이즈미르,TR,ADB
이즈모 공항,이즈모,JP,IZO
J.A. 더글러스 맥커디 시드니 공항,시드니,CA,YQY
자알루니 공항,두쿰,OM,JNJ
자발푸르 공항,자발푸르,IO,JLR
자카레파구아 공항,바라 다 티주카,BR,RRJ
하신토 라라 국제 공항,바르키시메토,VE,BRM
잭 브룩스 공항,보몬트,US,BPT
잭 에드워즈 공항,걸프 쇼어스,US,GUF
잭슨 에버스 국제공항,잭슨,US,JAN
잭슨홀 공항,잭슨,US,JAC
잭슨스 국제 공항,포트 모르즈비,PG,POM
잭슨빌 국제 공항,잭슨빌,US,JAX
자크멜 공항,자크멜,HT,JAK
재클린 코크란 공항,코첼라 밸리,US,TRM
제이드웨저공항,빌헬름스하펜,DE,WVN
하엔 공항,하엔,PE,JAE
자프나 국제 공항,자프나,LK,JAF
재프리 공항실버 랜치,자프리,US,AFN
자그달푸르 공항,자그달푸르,IO,JGB
JAGS 매카트니 국제공항,그랜드 터크 섬,TC,GDT
자구아루나 지역 공항,재규어루나,BR,JJG
자롬 공항,자롬,IR,JAR
하이메 곤잘레스 공항,시엔푸에고스,CU,CFG
자이푸르 국제 공항,자이푸르,IO,JAI
자이살메르 공항,자이살메르,IO,JSA
자오 공항,자자오,SB,JJA
잘랄라바드 공항,잘랄라바드,AF,JAA
잘랄아바드 공항,잘랄아바드,KG,JBD
잘랄루딘 공항,고론탈로,ID,GTO
잘가온 공항,잘가온,IO,JLG
잘링고 공항,잘링고,NG,n/a
잘루이트 공항,잘루이트 섬,MH,UIT
잼 공항,강간,IR,KNR
제임스타운 공항,제임스타운,US,JMS
잠무 공항,잠무,IO,IXJ
잠나가르 공항,잠나가르,IO,JGA
자낙푸르 공항,자나크푸르,NP,JKR
잔다콧 공항,퍼스,AU,JAD
자푸라 공항,렝갓,ID,RGT
자케 공항,자크,PA,JQE
하르디네스 델 레이 공항,카요 코코,CU,CCC
자스크 공항,자스크,IR,JSK
자타이 공항,자타이,BR,n/a
제벨 알리 수상비행기 기지,제벨 알리,AE,DJH
제 공항,제 섬,MH,JEJ
제주국제공항,제주,#N/A,CJU
제키 활주로,제키,ZM,JEK
젱잘 발예크 공항,젱잘 발젝,IO,n/a
제키에 공항,제키,BR,JEQ
제레미 공항,제레미,HT,JEE
헤레스 공항,헤레스 데 라 프론테라,ES,XRY
저지 공항,저지,GB,JER
제소르 공항,제소르,BD,JSR
제이포어 공항,제이포르,IO,PYB
지가게퀴 공항,지아게다치,CN,JGD
자무쓰 공항,자무쓰,CN,JMU
지산항주 공항,젠삼장,CN,JSJ
주취안 공항,자위관,CN,JGN
제양 차오산 국제공항,산터우,CN,SWA
이흘라바 공항,지흘라바,#N/A,n/a
지젤 퍼헷 하버스 공항,지젤,DZ,GJL
지난 야오창 국제공항,지난,CN,TNA
진창 진촨 공항,진창,CN,JIC
징더전 뤄지아 공항,경덕진,CN,JDZ
징강산 공항,지안,CN,JGS
징저우 사시 공항,징저우,CN,SHS
지닝 다안 공항,지닝,CN,JNG
진자 공항,진자,UG,JIN
진나 국제 공항,카라치,PK,KHI
진저우 베이 공항,진저우,CN,JNZ
지-파라나 공항,지파라나,BR,JPR
지로프트 공항,지로프트,IR,JYR
주장 루산 공항,지우장,CN,JIU
주자이 황룽 공항,구채구,CN,JZH
지시 싱카이후 공항,지시,CN,JXA
지잔 지역공항,지잔,SA,GIZ
옌셰핑 공항,징크핑,SE,JKG
주앙 코레아 다 로차 공항,마라바,BR,MAB
주앙 파울루 2세 공항,폰타 델가다,PT,PDL
주앙 시몽에스 로페스 네투 국제공항,펠로타스,BR,PET
조드푸르 공항,조드푸르,IO,JDH
조엔수 공항,조엔수,FI,JOE
요한 아돌프 펭겔 국제 공항,파라마리보,SR,PBM
존 A. 오스본 공항,몬세라트,MS,MNI
존 C. 먼로 해밀턴 국제 공항,해밀턴,CA,YHM
존 F. 케네디 국제 공항,뉴욕,US,JFK
존 글렌 콜럼버스 국제 공항,콜럼버스,US,CMH
존 그리프 II 공항,산페드로,BZ,SPR
존 머사 존스타운 캄브리아 카운티 공항,존스타운,US,JST
존 웨인 공항,산타 아나,US,SNA
조인빌 라우로 카르네이루 데 로욜라 공항,조인빌,BR,JOI
졸리 그랜트 공항,데라둔,IO,DED
졸로 공항,홀로,PH,JOL
조모 케냐타 국제 공항,나이로비,KE,NBO
좀솜 공항,좀솜,NP,JMO
존즈버러 공항,존스버러,US,JBR
조플린 공항,조플린,US,JLN
호르헤 차베스 국제 공항,리마,PE,LIM
호르헤 엔리케 곤잘레스 토레스 공항,산 호세 델 과비아레,CO,SJE
호르헤 이삭스 공항,마이카오,CO,MCJ
호르헤 뉴베리 에어파크,부에노스 아이레스,AR,AEP
호르헤 윌스터만 국제 공항,코차밤바,BO,CBB
조르하트 공항,조르하트,IO,JRH
조스 오르노 임술라 공항,티아쿠르,ID,JIO
호세 아폰테 데 라 토레 공항,세이바,PR,NRR
호세 셀레스티노 무티스 공항,바히아 솔라노,CO,BSC
호세 호아킨 데 올메도 국제 공항,과야킬,EC,GYE
호세 레오나르도 치리노 공항,코로,VE,CZE
호세 마리아 코르도바 국제 공항,메델린,CO,MDE
호세 마르티 국제 공항,아바나,CU,HAV
호세 타데오 모나가스 국제 공항,마투르인,VE,MUN
호세파 카메호 국제공항,푼토 피조,VE,LSP
조슈아 뫄부코 엔코모 국제공항,불라와요,ZW,BUQ
후안 구알베르토 고메즈 공항,바라데로,CU,VRA
후안 H. 화이트 공항,코카시아,CO,CAQ
후안 호세 론돈 공항,파이파,CO,RON
후안 마누엘 갈베스 국제공항,로아탄,HN,RTB
후안 멘도사 공항,오루로,BO,ORU
후안 파블로 페레스 알폰조 공항,엘 비그리아,VE,VIG
후안 산타마리아 국제공항,산호세,CR,SJO
후안 시몬스 벨라 공항,리오하,PE,RIJ
후안 비센테 고메스 국제 공항,산 안토니오 델 타치라,VE,SVZ
후안초 E. 이라우스퀸 공항,사바,#N/A,SAB
